Date,Actual,Forecast
5775,5500.0,1966.3984553654786
5776,864.0,1966.3984553654786
5777,1000.0,1966.3984553654786
5778,1200.0,1966.3984553654786
5779,864.0,1966.3984553654786
5780,648.0,1966.3984553654786
5781,3000.0,1966.3984553654786
5782,6000.0,1966.3984553654786
5783,5000.0,1966.3984553654786
5784,2700.0,1966.3984553654786
5785,1080.0,1966.3984553654786
5786,864.0,1966.3984553654786
5787,1296.0,1966.3984553654786
5788,10260.0,1966.3984553654786
5789,918.0,1966.3984553654786
5790,1620.0,1966.3984553654786
5791,810.0,1966.3984553654786
5792,2000.0,1966.3984553654786
5793,800.0,1966.3984553654786
5794,800.0,1966.3984553654786
5795,1620.0,1966.3984553654786
5796,600.0,1966.3984553654786
5797,800.0,1966.3984553654786
5798,600.0,1966.3984553654786
5799,1500.0,1966.3984553654786
5800,900.0,1966.3984553654786
5801,1000.0,1966.3984553654786
5802,1000.0,1966.3984553654786
5803,2700.0,1966.3984553654786
5804,1026.0,1966.3984553654786
5805,216.0,1966.3984553654786
5806,810.0,1966.3984553654786
5807,864.0,1966.3984553654786
5808,5200.0,1966.3984553654786
5809,2700.0,1966.3984553654786
5810,2700.0,1966.3984553654786
5811,18360.0,1966.3984553654786
5812,4500.0,1966.3984553654786
5813,3800.0,1966.3984553654786
5814,250.0,1966.3984553654786
5815,11500.0,1966.3984553654786
5816,2160.0,1966.3984553654786
5817,1728.0,1966.3984553654786
5818,1000.0,1966.3984553654786
5819,1500.0,1966.3984553654786
5820,1296.0,1966.3984553654786
5821,1296.0,1966.3984553654786
5822,1296.0,1966.3984553654786
5823,3780.0,1966.3984553654786
5824,8640.0,1966.3984553654786
5825,1620.0,1966.3984553654786
5826,2700.0,1966.3984553654786
5827,3240.0,1966.3984553654786
5828,1490.4,1966.3984553654786
5829,864.0,1966.3984553654786
5830,1080.0,1966.3984553654786
5831,8500.0,1966.3984553654786
5832,1944.0,1966.3984553654786
5833,3240.0,1966.3984553654786
5834,18000.0,1966.3984553654786
5835,1080.0,1966.3984553654786
5836,1296.0,1966.3984553654786
5837,2160.0,1966.3984553654786
5838,1296.0,1966.3984553654786
5839,810.0,1966.3984553654786
5840,1500.0,1966.3984553654786
5841,2000.0,1966.3984553654786
5842,1188.0,1966.3984553654786
5843,1080.0,1966.3984553654786
5844,108.0,1966.3984553654786
5845,756.0,1966.3984553654786
5846,864.0,1966.3984553654786
5847,918.0,1966.3984553654786
5848,918.0,1966.3984553654786
5849,3240.0,1966.3984553654786
5850,864.0,1966.3984553654786
5851,1080.0,1966.3984553654786
